dataset,run,method,accuracy,inference_time,avg_work_units,speedup,accuracy_drop,energy_reduction,worst_case_latency,lazy_rf_threshold,lazy_gbm_threshold
MNIST,9,LazyRF[t=0.900],0.9693,0.5327448844909668,15.555,0.07381850208593087,0.0007999999999999119,0.84445,0.03932642936706543,0.9,
MNIST,9,LazyRF[t=0.970],0.97,0.5660102367401123,19.087,0.06948006734571206,9.999999999998899e-05,0.80913,0.03932642936706543,0.97,
MNIST,9,LazyRF[t=0.990],0.9701,0.5950484275817871,22.393,0.06608946019214573,0.0,0.77607,0.03932642936706543,0.99,
MNIST,9,LazyGBM[s=2.00],0.9419,2.2229998111724854,81.0,0.07023320728143058,0.0040000000000000036,0.18999999999999995,0.1561284065246582,,2.0
MNIST,9,LazyGBM[s=4.00],0.9419,2.408316135406494,81.0,0.06482886703672135,0.0040000000000000036,0.18999999999999995,0.1561284065246582,,4.0
Covertype,9,LazyRF[t=0.900],0.926625,1.5735106468200684,16.58575,0.03796852683921984,0.0009249999999999536,0.8341425,0.05974388122558594,0.9,
Covertype,9,LazyRF[t=0.970],0.927325,1.827061653137207,21.48325,0.032699433608603765,0.00022500000000003073,0.7851675,0.05974388122558594,0.97,
Covertype,9,LazyRF[t=0.990],0.9274,2.0810422897338867,25.75125,0.028708633899614644,0.00014999999999998348,0.7424875,0.05974388122558594,0.99,
Covertype,9,LazyGBM[s=2.00],0.76565,0.8503322601318359,80.99785,0.27995862670725113,0.0038999999999999035,0.19002149999999995,0.23805785179138184,,2.0
Covertype,9,LazyGBM[s=4.00],0.76565,0.8736035823822021,80.99905,0.272501002276375,0.0038999999999999035,0.19000950000000005,0.23805785179138184,,4.0
Higgs,9,LazyRF[t=0.900],0.718875,0.865426778793335,32.9535,0.07347687777748085,0.0038249999999999673,0.6704650000000001,0.06358885765075684,0.9,
Higgs,9,LazyRF[t=0.970],0.72305,1.2137887477874756,48.22425,0.0523887354917964,-0.00034999999999996145,0.5177575000000001,0.06358885765075684,0.97,
Higgs,9,LazyRF[t=0.990],0.72255,1.4223740100860596,56.2875,0.04470614423481307,0.00014999999999998348,0.437125,0.06358885765075684,0.99,
Higgs,9,LazyGBM[s=2.00],0.7102,0.15218639373779297,79.197075,0.29395315173049086,0.0,0.20802925000000005,0.04473567008972168,,2.0
Higgs,9,LazyGBM[s=4.00],0.7102,0.1586921215057373,87.06905,0.28190227507988996,0.0,0.12930949999999997,0.04473567008972168,,4.0
Credit Card,9,LazyRF[t=0.900],0.9995,0.20379257202148438,10.0215,0.13191649664002397,7.499999999993623e-05,0.8997850000000001,0.026883602142333984,0.9,
Credit Card,9,LazyRF[t=0.970],0.999575,0.19182825088500977,10.03975,0.1401441238102577,0.0,0.8996025,0.026883602142333984,0.97,
Credit Card,9,LazyRF[t=0.990],0.999575,0.19158387184143066,10.0465,0.14032288774592097,0.0,0.899535,0.026883602142333984,0.99,
Credit Card,9,LazyGBM[s=2.00],0.99885,0.0641484260559082,7.9921,0.2671245605036832,0.0,0.920079,0.0171356201171875,,2.0
Credit Card,9,LazyGBM[s=4.00],0.99885,0.06829595565795898,7.9921,0.2509024136510574,0.0,0.920079,0.0171356201171875,,4.0
MNIST,10,LazyRF[t=0.900],0.9701,0.5363481044769287,15.511,0.07407338259527109,-9.999999999998899e-05,0.84489,0.03972911834716797,0.9,
MNIST,10,LazyRF[t=0.970],0.9702,0.5671470165252686,19.121,0.07005082842642069,-0.00019999999999997797,0.80879,0.03972911834716797,0.97,
MNIST,10,LazyRF[t=0.990],0.97,0.5920379161834717,22.387,0.0671056992485866,0.0,0.77613,0.03972911834716797,0.99,
MNIST,10,LazyGBM[s=2.00],0.9419,2.116495370864868,81.0,0.0792929096649009,0.0040000000000000036,0.18999999999999995,0.16782307624816895,,2.0
MNIST,10,LazyGBM[s=4.00],0.9419,2.12310528755188,81.0,0.07904604506999423,0.0040000000000000036,0.18999999999999995,0.16782307624816895,,4.0
Covertype,10,LazyRF[t=0.900],0.927075,1.545180320739746,16.3605,0.03807015508205888,0.0006000000000000449,0.836395,0.05882525444030762,0.9,
Covertype,10,LazyRF[t=0.970],0.92755,1.8189852237701416,21.36375,0.03233959994374377,0.00012500000000004174,0.7863625,0.05882525444030762,0.97,
Covertype,10,LazyRF[t=0.990],0.927725,2.0682244300842285,25.541,0.028442394154444814,-4.999999999999449e-05,0.74459,0.05882525444030762,0.99,
Covertype,10,LazyGBM[s=2.00],0.769175,0.8456995487213135,81.0,0.2813250520633494,0.005799999999999916,0.18999999999999995,0.2379164695739746,,2.0
Covertype,10,LazyGBM[s=4.00],0.769175,0.8637979030609131,81.0,0.27543070981175705,0.005799999999999916,0.18999999999999995,0.2379164695739746,,4.0
Higgs,10,LazyRF[t=0.900],0.72145,0.8702340126037598,32.8165,0.0707227838924983,0.0026249999999999885,0.671835,0.061545372009277344,0.9,
Higgs,10,LazyRF[t=0.970],0.7237,1.200465202331543,48.176,0.05126793503863665,0.0003750000000000142,0.51824,0.061545372009277344,0.97,
Higgs,10,LazyRF[t=0.990],0.723775,1.4207041263580322,56.3535,0.0433203302978,0.000300000000000078,0.436465,0.061545372009277344,0.99,
Higgs,10,LazyGBM[s=2.00],0.71505,0.14820623397827148,72.56715,0.2999491652483342,0.0,0.2743285,0.044454336166381836,,2.0
Higgs,10,LazyGBM[s=4.00],0.71505,0.15368247032165527,81.957225,0.2892609422098664,0.0,0.1804277500000001,0.044454336166381836,,4.0
Credit Card,10,LazyRF[t=0.900],0.999525,0.1979823112487793,10.01775,0.13706921259444266,-2.4999999999941735e-05,0.8998225,0.027137279510498047,0.9,
Credit Card,10,LazyRF[t=0.970],0.9995,0.19208192825317383,10.03075,0.14127971203376155,0.0,0.8996925,0.027137279510498047,0.97,
Credit Card,10,LazyRF[t=0.990],0.9995,0.1962740421295166,10.03525,0.13826219308506826,0.0,0.8996475,0.027137279510498047,0.99,
Credit Card,10,LazyGBM[s=2.00],0.99915,0.06960248947143555,9.996275,0.24717230606918003,0.0,0.90003725,0.017203807830810547,,2.0
Credit Card,10,LazyGBM[s=4.00],0.99915,0.07468771934509277,10.00755,0.23034319405738948,0.0,0.8999245,0.017203807830810547,,4.0
MNIST,11,LazyRF[t=0.900],0.9687,0.5317883491516113,15.195,0.07330343844962658,0.0010000000000000009,0.84805,0.03898191452026367,0.9,
MNIST,11,LazyRF[t=0.970],0.9696,0.5606162548065186,18.931,0.06953404255771574,9.999999999998899e-05,0.81069,0.03898191452026367,0.97,
MNIST,11,LazyRF[t=0.990],0.9698,0.5915513038635254,22.307,0.06589777465735591,-9.999999999998899e-05,0.77693,0.03898191452026367,0.99,
MNIST,11,LazyGBM[s=2.00],0.9419,2.160564661026001,81.0,0.07617612541953737,0.0040000000000000036,0.18999999999999995,0.16458344459533691,,2.0
MNIST,11,LazyGBM[s=4.00],0.9419,2.1743993759155273,81.0,0.07569145135816613,0.0040000000000000036,0.18999999999999995,0.16458344459533691,,4.0
Covertype,11,LazyRF[t=0.900],0.926675,1.5676493644714355,16.55575,0.03808767431794449,0.001475000000000004,0.8344425,0.0597081184387207,0.9,
Covertype,11,LazyRF[t=0.970],0.9279,1.8744611740112305,21.57875,0.03185348369256912,0.0002500000000000835,0.7842125,0.0597081184387207,0.97,
Covertype,11,LazyRF[t=0.990],0.928175,2.098088502883911,25.8005,0.02845834117895855,-2.4999999999941735e-05,0.741995,0.0597081184387207,0.99,
Covertype,11,LazyGBM[s=2.00],0.767375,0.8490912914276123,80.995275,0.28138931701965575,0.004274999999999918,0.1900472499999999,0.23892521858215332,,2.0
Covertype,11,LazyGBM[s=4.00],0.767375,0.8548049926757812,80.999425,0.27950845003168484,0.004274999999999918,0.19000574999999997,0.23892521858215332,,4.0
Higgs,11,LazyRF[t=0.900],0.721075,0.9123942852020264,33.2045,0.07472133151495783,0.002475000000000005,0.667955,0.0681753158569336,0.9,
Higgs,11,LazyRF[t=0.970],0.72325,1.2458953857421875,48.5065,0.05471993606936841,0.000300000000000078,0.5149349999999999,0.0681753158569336,0.97,
Higgs,11,LazyRF[t=0.990],0.723325,1.4195961952209473,56.68475,0.048024442504456505,0.00022500000000003073,0.43315249999999994,0.0681753158569336,0.99,
Higgs,11,LazyGBM[s=2.00],0.713025,0.15195751190185547,85.279425,0.294504170353774,0.0,0.1472057499999999,0.04475212097167969,,2.0
Higgs,11,LazyGBM[s=4.00],0.713025,0.159043550491333,90.71645,0.28138280888113365,0.0,0.09283550000000007,0.04475212097167969,,4.0
Credit Card,11,LazyRF[t=0.900],0.9996,0.19443750381469727,10.01675,0.13754613564185253,0.0,0.8998325,0.02674412727355957,0.9,
Credit Card,11,LazyRF[t=0.970],0.9996,0.1910092830657959,10.034,0.14001480370117494,0.0,0.89966,0.02674412727355957,0.97,
Credit Card,11,LazyRF[t=0.990],0.9996,0.18982529640197754,10.03775,0.14088811017539893,0.0,0.8996225,0.02674412727355957,0.99,
Credit Card,11,LazyGBM[s=2.00],0.9991,0.0776054859161377,24.98105,0.2295415375067972,0.0,0.7501895000000001,0.017813682556152344,,2.0
Credit Card,11,LazyGBM[s=4.00],0.9991,0.08148646354675293,24.98365,0.21860910120282404,0.0,0.7501635,0.017813682556152344,,4.0
MNIST,12,LazyRF[t=0.900],0.9692,0.5386052131652832,15.473,0.07349648572822316,0.0006000000000000449,0.84527,0.03958559036254883,0.9,
MNIST,12,LazyRF[t=0.970],0.9699,0.5663411617279053,18.919,0.06989707448028906,-9.999999999998899e-05,0.81081,0.03958559036254883,0.97,
MNIST,12,LazyRF[t=0.990],0.9699,0.5917539596557617,22.248,0.0668953535783297,-9.999999999998899e-05,0.77752,0.03958559036254883,0.99,
MNIST,12,LazyGBM[s=2.00],0.9419,2.140742540359497,81.0,0.07161057699000715,0.0040000000000000036,0.18999999999999995,0.15329980850219727,,2.0
MNIST,12,LazyGBM[s=4.00],0.9419,2.142390251159668,81.0,0.0715555013467862,0.0040000000000000036,0.18999999999999995,0.15329980850219727,,4.0
Covertype,12,LazyRF[t=0.900],0.9225,1.5757122039794922,16.599,0.037781872520810965,0.0009000000000000119,0.83401,0.05953335762023926,0.9,
Covertype,12,LazyRF[t=0.970],0.923325,1.867666244506836,21.597,0.03187580104065074,7.500000000004725e-05,0.78403,0.05953335762023926,0.97,
Covertype,12,LazyRF[t=0.990],0.92335,2.108088731765747,25.9145,0.02824044202844051,4.999999999999449e-05,0.740855,0.05953335762023926,0.99,
Covertype,12,LazyGBM[s=2.00],0.762675,0.8440084457397461,80.9994,0.28185059553201275,0.0049000000000000155,0.190006,0.2378842830657959,,2.0
Covertype,12,LazyGBM[s=4.00],0.762675,0.8477206230163574,81.0,0.28061636889209635,0.0049000000000000155,0.18999999999999995,0.2378842830657959,,4.0
Higgs,12,LazyRF[t=0.900],0.719575,0.8502511978149414,32.754,0.06930603116135552,0.0021250000000000435,0.6724600000000001,0.05892753601074219,0.9,
Higgs,12,LazyRF[t=0.970],0.721425,1.2134156227111816,48.041,0.048563356946961095,0.0002750000000000252,0.51959,0.05892753601074219,0.97,
Higgs,12,LazyRF[t=0.990],0.721575,1.4259264469146729,56.20025,0.041325789375914704,0.00012500000000004174,0.43799750000000004,0.05892753601074219,0.99,
Higgs,12,LazyGBM[s=2.00],0.7125,0.14892125129699707,79.299475,0.29964090224312023,0.0,0.20700525000000003,0.04462289810180664,,2.0
Higgs,12,LazyGBM[s=4.00],0.7125,0.1562032699584961,86.860975,0.28567198441916836,0.0,0.13139025000000004,0.04462289810180664,,4.0
Credit Card,12,LazyRF[t=0.900],0.999475,0.18941879272460938,10.01625,0.1408820863961333,0.0,0.8998375000000001,0.026685714721679688,0.9,
Credit Card,12,LazyRF[t=0.970],0.999475,0.19146466255187988,10.024,0.1393767098638833,0.0,0.89976,0.026685714721679688,0.97,
Credit Card,12,LazyRF[t=0.990],0.999475,0.19113779067993164,10.0295,0.1396150631790343,0.0,0.899705,0.026685714721679688,0.99,
Credit Card,12,LazyGBM[s=2.00],0.998775,0.06467270851135254,9.98755,0.27231739641741964,0.0,0.9001245,0.01761150360107422,,2.0
Credit Card,12,LazyGBM[s=4.00],0.998775,0.06947779655456543,9.98755,0.2534839110397343,0.0,0.9001245,0.01761150360107422,,4.0
MNIST,13,LazyRF[t=0.900],0.9674,0.540766716003418,15.513,0.0738032043877362,0.0006999999999999229,0.84487,0.039910316467285156,0.9,
MNIST,13,LazyRF[t=0.970],0.9677,0.5713491439819336,18.939,0.06985276321433877,0.00039999999999995595,0.81061,0.039910316467285156,0.97,
MNIST,13,LazyRF[t=0.990],0.9679,0.6077589988708496,22.339,0.06566799758034715,0.00019999999999997797,0.77661,0.039910316467285156,0.99,
MNIST,13,LazyGBM[s=2.00],0.9418,2.2486777305603027,81.0,0.06869718706337118,0.0040000000000000036,0.18999999999999995,0.15447783470153809,,2.0
MNIST,13,LazyGBM[s=4.00],0.9418,2.2521519660949707,81.0,0.06859121277210649,0.0040000000000000036,0.18999999999999995,0.15447783470153809,,4.0
Covertype,13,LazyRF[t=0.900],0.926075,1.594548225402832,16.667,0.037815078304191674,0.0014000000000000679,0.83333,0.06029796600341797,0.9,
Covertype,13,LazyRF[t=0.970],0.92715,1.8405961990356445,21.66875,0.03276001875642809,0.0003250000000000197,0.7833125,0.06029796600341797,0.97,
Covertype,13,LazyRF[t=0.990],0.927275,2.0900840759277344,25.87125,0.028849540885886735,0.000200000000000089,0.7412875,0.06029796600341797,0.99,
Covertype,13,LazyGBM[s=2.00],0.766925,0.8477194309234619,81.0,0.28164669015829424,0.005149999999999988,0.18999999999999995,0.23875737190246582,,2.0
Covertype,13,LazyGBM[s=4.00],0.766925,0.8517093658447266,81.0,0.2803272823772061,0.005149999999999988,0.18999999999999995,0.23875737190246582,,4.0
Higgs,13,LazyRF[t=0.900],0.71405,0.8543686866760254,33.216,0.07124690454702995,0.0026000000000000467,0.66784,0.060871124267578125,0.9,
Higgs,13,LazyRF[t=0.970],0.716725,1.2524538040161133,48.35525,0.048601492583909306,-7.499999999993623e-05,0.5164475,0.060871124267578125,0.97,
Higgs,13,LazyRF[t=0.990],0.716575,1.4398458003997803,56.48575,0.04227614113308311,7.500000000004725e-05,0.4351425,0.060871124267578125,0.99,
Higgs,13,LazyGBM[s=2.00],0.7092,0.14708828926086426,72.6979,0.3047154229065393,0.0,0.27302099999999996,0.04482007026672363,,2.0
Higgs,13,LazyGBM[s=4.00],0.7092,0.15605854988098145,82.43685,0.28720035077159056,0.0,0.17563149999999994,0.04482007026672363,,4.0
Credit Card,13,LazyRF[t=0.900],0.999675,0.19548583030700684,10.014,0.19888843762920358,2.5000000000052758e-05,0.89986,0.0388798713684082,0.9,
Credit Card,13,LazyRF[t=0.970],0.9997,0.19130992889404297,10.028,0.2032297622667657,0.0,0.89972,0.0388798713684082,0.97,
Credit Card,13,LazyRF[t=0.990],0.9997,0.19219303131103516,10.03375,0.2022959474815039,0.0,0.8996625,0.0388798713684082,0.99,
Credit Card,13,LazyGBM[s=2.00],0.998975,0.0839848518371582,34.001925,0.20523025736817901,0.0,0.65998075,0.01723623275756836,,2.0
Credit Card,13,LazyGBM[s=4.00],0.998975,0.08687686920166016,34.00955,0.19839841048552642,0.0,0.6599045,0.01723623275756836,,4.0
MNIST,14,LazyRF[t=0.900],0.9699,0.5379383563995361,15.431,0.07457772250481656,0.00029999999999996696,0.84569,0.04011821746826172,0.9,
MNIST,14,LazyRF[t=0.970],0.9702,0.5710737705230713,19.075,0.07025049921574178,0.0,0.80925,0.04011821746826172,0.97,
MNIST,14,LazyRF[t=0.990],0.9701,0.5937252044677734,22.439,0.06757034595528827,9.999999999998899e-05,0.77561,0.04011821746826172,0.99,
MNIST,14,LazyGBM[s=2.00],0.9418,2.218240261077881,81.0,0.07076836199241314,0.0040000000000000036,0.18999999999999995,0.1569812297821045,,2.0
MNIST,14,LazyGBM[s=4.00],0.9418,2.2269978523254395,81.0,0.07049006788137856,0.0040000000000000036,0.18999999999999995,0.1569812297821045,,4.0
Covertype,14,LazyRF[t=0.900],0.924625,1.5744874477386475,16.61925,0.03944757316116785,0.0008749999999999591,0.8338075,0.06210970878601074,0.9,
Covertype,14,LazyRF[t=0.970],0.925275,1.8202149868011475,21.47525,0.034122182948928784,0.00022500000000003073,0.7852475,0.06210970878601074,0.97,
Covertype,14,LazyRF[t=0.990],0.92535,2.083820343017578,25.7415,0.0298056927000097,0.00014999999999998348,0.742585,0.06210970878601074,0.99,
Covertype,14,LazyGBM[s=2.00],0.76615,0.8589811325073242,80.987425,0.2781570477413854,0.004225000000000034,0.19012574999999998,0.23893165588378906,,2.0
Covertype,14,LazyGBM[s=4.00],0.76615,0.8595974445343018,80.999075,0.2779576153966272,0.004225000000000034,0.1900092499999999,0.23893165588378906,,4.0
Higgs,14,LazyRF[t=0.900],0.72135,0.8703649044036865,33.05825,0.07004211665285606,0.0007499999999999174,0.6694175,0.06096220016479492,0.9,
Higgs,14,LazyRF[t=0.970],0.721675,1.2553975582122803,48.52775,0.04856007546454585,0.0004250000000000087,0.5147225,0.06096220016479492,0.97,
Higgs,14,LazyRF[t=0.990],0.722025,1.4482264518737793,56.6215,0.04209438384854754,7.499999999993623e-05,0.433785,0.06096220016479492,0.99,
Higgs,14,LazyGBM[s=2.00],0.712175,0.14301586151123047,68.52315,0.3143908830844942,0.0,0.3147685,0.04496288299560547,,2.0
Higgs,14,LazyGBM[s=4.00],0.712175,0.15035724639892578,78.30505,0.29904034605894925,0.0,0.21694950000000002,0.04496288299560547,,4.0
Credit Card,14,LazyRF[t=0.900],0.99965,0.19637465476989746,10.0075,0.19619865113427346,0.0,0.899925,0.0385284423828125,0.9,
Credit Card,14,LazyRF[t=0.970],0.99965,0.19295454025268555,10.02475,0.19967626743769384,0.0,0.8997525,0.0385284423828125,0.97,
Credit Card,14,LazyRF[t=0.990],0.99965,0.19138431549072266,10.0315,0.20131452404562464,0.0,0.8996850000000001,0.0385284423828125,0.99,
Credit Card,14,LazyGBM[s=2.00],0.9992,0.06242084503173828,5.999475,0.2817479718271126,0.0,0.94000525,0.017586946487426758,,2.0
Credit Card,14,LazyGBM[s=4.00],0.9992,0.07062673568725586,5.999475,0.2490125915673632,0.0,0.94000525,0.017586946487426758,,4.0
MNIST,15,LazyRF[t=0.900],0.9694,0.5343351364135742,15.471,0.07449343287684436,0.00029999999999996696,0.84529,0.03980445861816406,0.9,
MNIST,15,LazyRF[t=0.970],0.9697,0.5565390586853027,18.876,0.07152141075631432,0.0,0.81124,0.03980445861816406,0.97,
MNIST,15,LazyRF[t=0.990],0.9696,0.5817868709564209,22.096,0.06841759518004943,9.999999999998899e-05,0.77904,0.03980445861816406,0.99,
MNIST,15,LazyGBM[s=2.00],0.9418,2.13962721824646,81.0,0.08049366147377045,0.0040000000000000036,0.18999999999999995,0.1722264289855957,,2.0
MNIST,15,LazyGBM[s=4.00],0.9418,2.1499176025390625,81.0,0.08010838591311384,0.0040000000000000036,0.18999999999999995,0.1722264289855957,,4.0
Covertype,15,LazyRF[t=0.900],0.92655,1.5683250427246094,16.66975,0.038380780148226705,0.001375000000000015,0.8333025000000001,0.060193538665771484,0.9,
Covertype,15,LazyRF[t=0.970],0.92785,1.826308012008667,21.59275,0.032959138474986785,7.500000000004725e-05,0.7840725,0.060193538665771484,0.97,
Covertype,15,LazyRF[t=0.990],0.92785,2.099010467529297,25.84225,0.028677102661914828,7.500000000004725e-05,0.7415775,0.060193538665771484,0.99,
Covertype,15,LazyGBM[s=2.00],0.766375,0.8452150821685791,80.99805,0.28175061331323414,0.00462499999999999,0.1900194999999999,0.23813986778259277,,2.0
Covertype,15,LazyGBM[s=4.00],0.766375,0.8527777194976807,80.99805,0.2792519813051242,0.00462499999999999,0.1900194999999999,0.23813986778259277,,4.0
Higgs,15,LazyRF[t=0.900],0.718425,0.8710324764251709,33.06775,0.06818927703835495,0.00307500000000005,0.6693225,0.05939507484436035,0.9,
Higgs,15,LazyRF[t=0.970],0.721325,1.261854648590088,48.57825,0.047069664410813436,0.00017500000000003624,0.5142175,0.05939507484436035,0.97,
Higgs,15,LazyRF[t=0.990],0.72165,1.4494783878326416,56.7785,0.04097686129226935,-0.00014999999999998348,0.432215,0.05939507484436035,0.99,
Higgs,15,LazyGBM[s=2.00],0.71295,0.14986085891723633,79.1369,0.3013163379268871,0.0,0.208631,0.04515552520751953,,2.0
Higgs,15,LazyGBM[s=4.00],0.71295,0.15890026092529297,87.443175,0.2841752741284007,0.0,0.12556825000000005,0.04515552520751953,,4.0
Credit Card,15,LazyRF[t=0.900],0.999475,0.20201349258422852,10.0155,0.13055141825975503,-2.5000000000052758e-05,0.899845,0.02637314796447754,0.9,
Credit Card,15,LazyRF[t=0.970],0.99945,0.19607925415039062,10.03175,0.1345024902239256,0.0,0.8996824999999999,0.02637314796447754,0.97,
Credit Card,15,LazyRF[t=0.990],0.99945,0.19567346572875977,10.04,0.134781422030086,0.0,0.8996,0.02637314796447754,0.99,
Credit Card,15,LazyGBM[s=2.00],0.998775,0.08518409729003906,35.011875,0.207115828127449,0.0,0.64988125,0.017642974853515625,,2.0
Credit Card,15,LazyGBM[s=4.00],0.998775,0.08935022354125977,35.024675,0.197458653758919,0.0,0.6497532500000001,0.017642974853515625,,4.0
MNIST,16,LazyRF[t=0.900],0.9689,0.5369629859924316,15.307,0.0730445886796206,0.0010999999999999899,0.84693,0.03922224044799805,0.9,
MNIST,16,LazyRF[t=0.970],0.97,0.5599365234375,18.863,0.07004765505777197,0.0,0.81137,0.03922224044799805,0.97,
MNIST,16,LazyRF[t=0.990],0.9701,0.611116886138916,22.196,0.06418124149016273,-9.999999999998899e-05,0.77804,0.03922224044799805,0.99,
MNIST,16,LazyGBM[s=2.00],0.9419,2.1899116039276123,81.0,0.08067659173960592,0.0040000000000000036,0.18999999999999995,0.17667460441589355,,2.0
MNIST,16,LazyGBM[s=4.00],0.9419,2.2242913246154785,81.0,0.0794296153838733,0.0040000000000000036,0.18999999999999995,0.17667460441589355,,4.0
Covertype,16,LazyRF[t=0.900],0.9261,1.5847985744476318,16.601,0.03660242989189164,0.0009249999999999536,0.83399,0.05800747871398926,0.9,
Covertype,16,LazyRF[t=0.970],0.926825,1.8576772212982178,21.65075,0.03122581148594337,0.00019999999999997797,0.7834925,0.05800747871398926,0.97,
Covertype,16,LazyRF[t=0.990],0.9269,2.1058928966522217,25.92075,0.027545312872371077,0.00012500000000004174,0.7407925,0.05800747871398926,0.99,
Covertype,16,LazyGBM[s=2.00],0.76915,0.850024938583374,80.9967,0.28059837380860825,0.005024999999999946,0.190033,0.23851561546325684,,2.0
Covertype,16,LazyGBM[s=4.00],0.76915,0.8574001789093018,81.0,0.2781847045642939,0.005024999999999946,0.18999999999999995,0.23851561546325684,,4.0
Higgs,16,LazyRF[t=0.900],0.719525,0.8819687366485596,32.9055,0.071302117053615,0.0021999999999999797,0.6709449999999999,0.06288623809814453,0.9,
Higgs,16,LazyRF[t=0.970],0.721175,1.2265043258666992,48.0765,0.05127274056184554,0.0005499999999999394,0.5192349999999999,0.06288623809814453,0.97,
Higgs,16,LazyRF[t=0.990],0.721175,1.4290380477905273,56.35825,0.04400599283929114,0.0005499999999999394,0.4364175,0.06288623809814453,0.99,
Higgs,16,LazyGBM[s=2.00],0.710925,0.14962077140808105,81.7075,0.291894734326075,0.0,0.182925,0.04367351531982422,,2.0
Higgs,16,LazyGBM[s=4.00],0.710925,0.1589345932006836,88.55565,0.27478923524646726,0.0,0.11444350000000003,0.04367351531982422,,4.0
Credit Card,16,LazyRF[t=0.900],0.999675,0.20204496383666992,10.02025,0.13045438132347145,0.0,0.8997975,0.026357650756835938,0.9,
Credit Card,16,LazyRF[t=0.970],0.999675,0.19653105735778809,10.033,0.1341144301119359,0.0,0.89967,0.026357650756835938,0.97,
Credit Card,16,LazyRF[t=0.990],0.999675,0.193375825881958,10.04275,0.13630271848418832,0.0,0.8995725,0.026357650756835938,0.99,
Credit Card,16,LazyGBM[s=2.00],0.9983,0.12545204162597656,88.89855,0.14126807352561083,0.0,0.11101450000000002,0.017722368240356445,,2.0
Credit Card,16,LazyGBM[s=4.00],0.9983,0.1280193328857422,88.898575,0.1384350928947094,0.0,0.11101425000000009,0.017722368240356445,,4.0
MNIST,17,LazyRF[t=0.900],0.9688,0.5368399620056152,15.5,0.07286280849325168,0.00029999999999996696,0.845,0.03911566734313965,0.9,
MNIST,17,LazyRF[t=0.970],0.9692,0.5687556266784668,18.859,0.06877411933764097,-9.999999999998899e-05,0.81141,0.03911566734313965,0.97,
MNIST,17,LazyRF[t=0.990],0.9691,0.590890645980835,22.031,0.06619781106571847,0.0,0.77969,0.03911566734313965,0.99,
MNIST,17,LazyGBM[s=2.00],0.9419,2.2156434059143066,81.0,0.06900068244313351,0.0040000000000000036,0.18999999999999995,0.15288090705871582,,2.0
MNIST,17,LazyGBM[s=4.00],0.9419,2.2325401306152344,81.0,0.06847845866787869,0.0040000000000000036,0.18999999999999995,0.15288090705871582,,4.0
Covertype,17,LazyRF[t=0.900],0.9255,1.5934641361236572,16.54625,0.03749996446458301,0.0009500000000000064,0.8345374999999999,0.05975484848022461,0.9,
Covertype,17,LazyRF[t=0.970],0.9261,1.8455288410186768,21.564,0.03237817104350519,0.00034999999999996145,0.78436,0.05975484848022461,0.97,
Covertype,17,LazyRF[t=0.990],0.926525,2.091951847076416,25.855,0.028564160577469473,-7.500000000004725e-05,0.7414499999999999,0.05975484848022461,0.99,
Covertype,17,LazyGBM[s=2.00],0.7682,0.8482270240783691,81.0,0.27889447236180903,0.004325000000000023,0.18999999999999995,0.23656582832336426,,2.0
Covertype,17,LazyGBM[s=4.00],0.7682,0.8629553318023682,81.0,0.27413449990426847,0.004325000000000023,0.18999999999999995,0.23656582832336426,,4.0
Higgs,17,LazyRF[t=0.900],0.72255,0.8912997245788574,33.13375,0.06457232032467522,0.0020000000000000018,0.6686624999999999,0.05755329132080078,0.9,
Higgs,17,LazyRF[t=0.970],0.72435,1.2730460166931152,48.81825,0.04520912093209493,0.00019999999999997797,0.5118175,0.05755329132080078,0.97,
Higgs,17,LazyRF[t=0.990],0.7247,1.4590353965759277,56.93675,0.039446124100804655,-0.00014999999999998348,0.4306325,0.05755329132080078,0.99,
Higgs,17,LazyGBM[s=2.00],0.717125,0.14475631713867188,71.034275,0.3077038369304556,0.0,0.2896572500000001,0.04454207420349121,,2.0
Higgs,17,LazyGBM[s=4.00],0.717125,0.15321636199951172,80.890475,0.29071356102054663,0.0,0.19109525000000005,0.04454207420349121,,4.0
Credit Card,17,LazyRF[t=0.900],0.99945,0.19933366775512695,10.01125,0.19029598141773496,0.0,0.8998875,0.037932395935058594,0.9,
Credit Card,17,LazyRF[t=0.970],0.99945,0.19247221946716309,10.02375,0.19707984892609443,0.0,0.8997625,0.037932395935058594,0.97,
Credit Card,17,LazyRF[t=0.990],0.99945,0.18987202644348145,10.02875,0.19977874911631494,0.0,0.8997125,0.037932395935058594,0.99,
Credit Card,17,LazyGBM[s=2.00],0.9985,0.10052227973937988,54.903125,0.17644756783936283,0.0,0.4509687499999999,0.01773691177368164,,2.0
Credit Card,17,LazyGBM[s=4.00],0.9985,0.10356545448303223,54.9042,0.1712628198487517,0.0,0.45095799999999997,0.01773691177368164,,4.0
MNIST,18,LazyRF[t=0.900],0.9696,0.5367279052734375,15.426,0.07353100568585644,0.00029999999999996696,0.8457399999999999,0.039466142654418945,0.9,
MNIST,18,LazyRF[t=0.970],0.9697,0.5701777935028076,18.758,0.06921725662440169,0.00019999999999997797,0.81242,0.039466142654418945,0.97,
MNIST,18,LazyRF[t=0.990],0.9699,0.5914735794067383,22.126,0.06672511508291613,0.0,0.77874,0.039466142654418945,0.99,
